iter	Logloss
243	0.3926149398
244	0.3921988144
245	0.3918154477
246	0.3914221799
247	0.3908558042
248	0.3904533188
249	0.3900879936
250	0.3894922442
251	0.3889852397
252	0.3884649175
253	0.3880647687
254	0.387678314
255	0.3871596935
256	0.3867956243
257	0.3863113638
258	0.3857940744
259	0.3853949381
260	0.3848476598
261	0.384521035
262	0.3842337742
263	0.383592043
264	0.3831574958
265	0.3827488511
266	0.3823514738
267	0.3820240683
268	0.3815228976
269	0.3810257742
270	0.3807197658
271	0.3801996545
272	0.3798714825
273	0.3794212416
274	0.378970776
275	0.3787330969
276	0.3783605963
277	0.3781474623
278	0.3778403532
279	0.3774481645
280	0.3769875249
281	0.3766921016
282	0.3761886058
283	0.3757841471
284	0.375303602
285	0.3750223989
286	0.3746345755
287	0.3742348821
288	0.3736127477
289	0.3732386417
290	0.3727780146
291	0.3724300278
292	0.3721755667
293	0.3715859126
294	0.3711879755
295	0.3708622912
296	0.3706697692
297	0.3703425677
298	0.3701575992
299	0.3698523066
300	0.3695718762
301	0.3691520203
302	0.368790456
303	0.3682526636
304	0.3679899645
305	0.3674851779
306	0.3671909996
307	0.3667940092
308	0.3664621513
309	0.3660391934
310	0.3658637895
311	0.3656554764
312	0.3653028775
313	0.3651250807
314	0.3648235745
315	0.364545255
316	0.3641782297
317	0.3637130058
318	0.3632682702
319	0.3628362054
320	0.3624975098
321	0.3622193675
322	0.3620065059
323	0.3616948828
324	0.3614720257
325	0.3612329018
326	0.3609059425
327	0.3605237512
328	0.3600743716
329	0.3594889307
330	0.359106385
331	0.3588750312
332	0.3586507063
333	0.3584326845
334	0.3581056576
335	0.3577915142
336	0.3574502192
337	0.3572576887
338	0.3568747995
339	0.3566172205
340	0.3562398277
341	0.3557813973
342	0.3553410571
343	0.3551325491
344	0.3547934333
345	0.3546355951
346	0.3544071886
347	0.3540866358
348	0.3537667813
349	0.3534335275
350	0.3531263255
351	0.3527209277
352	0.3523045105
353	0.3520720368
354	0.3517365556
355	0.3514911829
356	0.351193568
357	0.350908948
358	0.3507536385
359	0.3505765141
360	0.3502394503
361	0.3498404465
362	0.3495587279
363	0.3492581081
364	0.3490546917
365	0.3488904451
366	0.3485243921
367	0.348204051
368	0.3478573215
369	0.3476497575
370	0.3474701729
371	0.3470761611
372	0.3467472249
373	0.346403276
374	0.3461686403
375	0.3459457117
376	0.3457053182
377	0.3454042355
378	0.3449960722
379	0.3445362232
380	0.34420895
381	0.3438875331
382	0.3436532837
383	0.3434096577
384	0.343280362
385	0.3430438897
386	0.3429386878
387	0.3427403406
388	0.3423696056
389	0.3420340939
390	0.3417644489
391	0.3415439407
392	0.3414698671
393	0.3411207504
394	0.3406842248
395	0.3405785381
396	0.3403500873
397	0.3400489589
398	0.3396018357
399	0.3392836492
400	0.3389818314
401	0.3387338813
402	0.3382627612
403	0.3378378338
404	0.337576996
405	0.337336786
406	0.3369960471
407	0.3367621514
408	0.3363845511
409	0.3360815904
410	0.3358064318
411	0.3354800054
412	0.3352043999
413	0.3348587274
414	0.3345233964
415	0.3341946909
416	0.3340184888
417	0.3336132378
418	0.333311658
419	0.3331179142
420	0.3329465537
421	0.332512618
422	0.3321132434
423	0.3318572273
424	0.3316839552
425	0.3312222607
426	0.3309615308
427	0.3306409133
428	0.3303301723
429	0.3301605498
430	0.3297605564
431	0.329450309
432	0.3290466951
433	0.3288662959
434	0.3285264677
435	0.3283635317
436	0.3278117109
437	0.3275067618
438	0.3272194217
439	0.3270341785
440	0.3268427079
441	0.3265349579
442	0.3263005908
443	0.326001908
444	0.325844419
445	0.3255580999
446	0.3254016132
447	0.3250762166
448	0.3247710562
449	0.3244854654
450	0.3240564694
451	0.3237632021
452	0.3236224753
453	0.3231878464
454	0.3228493581
455	0.3225329885
456	0.3221929779
457	0.3217121181
458	0.3215709446
459	0.3213876266
460	0.3211867811
461	0.3208537624
462	0.3206844417
463	0.3204510354
464	0.3203953957
465	0.3202379889
466	0.3200290361
467	0.3197457192
468	0.3195444107
469	0.3193321975
470	0.3191489962
471	0.318902979
472	0.3185553188
473	0.3183279768
474	0.3180776442
475	0.317655687
476	0.3173123765
477	0.317096008
478	0.31675112
479	0.3165011863
480	0.3163610798
481	0.316110999
482	0.3157676839
483	0.315545565
484	0.3152459432
485	0.3148621637
486	0.3146647517
487	0.3144077742
488	0.3141218846
489	0.3138530863
490	0.3136697443
491	0.3134870353
492	0.3133562345
493	0.3129908966
494	0.3128266962
495	0.3125661204
496	0.3122571563
497	0.3121470302
498	0.3118932048
499	0.3115410004
500	0.311316537
501	0.3110852272
502	0.3109194954
503	0.3107400152
504	0.3105192194
505	0.3101578649
506	0.3099458164
507	0.3095837573
508	0.3095041144
509	0.3093321307
510	0.3091167317
511	0.3089659146
512	0.3087640952
513	0.3085959252
514	0.30832378
515	0.3082179122
516	0.3079518978
517	0.3076814264
518	0.3074860806
519	0.3072025912
520	0.3069818525
521	0.3067692322
522	0.3065598111
523	0.3063814399
524	0.3060876541
525	0.3057845695
526	0.3056093341
527	0.3052766196
528	0.3051710059
529	0.3050190633
530	0.3048774006
531	0.304659843
532	0.3044163445
533	0.3039584827
534	0.3038132542
535	0.3036860227
536	0.3034843474
537	0.3032066573
538	0.3029105339
539	0.3025623103
540	0.3023165929
541	0.302017165
542	0.3018863361
543	0.3017253799
544	0.3016644225
545	0.3013430225
546	0.3012559117
547	0.3011293023
548	0.3008726744
549	0.3006861926
550	0.3003387
551	0.29996459
552	0.2998042193
553	0.2996191588
554	0.2995276682
555	0.2992632545
556	0.2991122073
557	0.298619892
558	0.2983225418
559	0.2980607821
560	0.2977283339
561	0.2972653219
562	0.2969595376
563	0.2966120577
564	0.2962353314
565	0.2959699019
566	0.2958163646
567	0.2956278758
568	0.2954210378
569	0.2952469251
570	0.2951295071
571	0.2949791586
572	0.2948301238
573	0.2946459269
574	0.294492723
575	0.2942371517
576	0.2940254794
577	0.2938410322
578	0.2937010799
579	0.2933955392
580	0.2932543807
581	0.2929472465
582	0.2926215574
583	0.2924651524
584	0.2920746686
585	0.2915367602
586	0.2914332131
587	0.2911753484
588	0.2910149169
589	0.290927452
590	0.2906836432
591	0.2904099233
592	0.290157232
593	0.2898077888
594	0.2897237205
595	0.2895612757
596	0.2894049148
597	0.2892278963
598	0.2889654367
599	0.2887765313
600	0.2885154651
601	0.288052657
602	0.2878205981
603	0.2876710314
604	0.2873597999
605	0.2871530568
606	0.2868822321
607	0.2866957978
608	0.2863900285
609	0.2862579738
610	0.2860238209
611	0.2857483065
612	0.2854918802
613	0.285372125
614	0.2851595149
615	0.2850048515
616	0.2848377186
617	0.2846860505
618	0.2843304349
619	0.2841722931
620	0.283861898
621	0.2837187524
622	0.2835802763
623	0.2833500391
624	0.2831626273
625	0.2830711222
626	0.2830138634
627	0.2828871861
628	0.2826071593
629	0.282486209
630	0.2823131548
631	0.2819679688
632	0.2816871159
633	0.2813871153
634	0.2810212843
635	0.634	0.28197636	0.635	0.28158637	0.636	0.28139638	0.637	0.28121639	0.638	0.28098640	0.2793961974
641	0.2791081709
642	0.2787297944
643	0.2784703275
644	0.2782557931
645	0.2780569051
646	0.2777630973
647	0.2776926452
648	0.2774821068
649	0.2772649183
650	0.2770906591
651	0.276881409
652	0.2766623596
653	0652	0.277696654	0653	0.277525655	0654	0.277452656	0.2755675585
657	0.2754187108
658	0.2753315836
659	0.2749684598
660	0.274792971
661	0.2746116161
662	0.2744212179
663	0.2741333061
664	0.2737355337
665	0.2734742366
666	0.2732546125
667	0.2730955204
668	0.272954269
669	0.2727830784
670	0.272521134
671	0.272354714
672	0.2718917362
673	0.2716935824
674	0.2714622185
675	0.2713307239
676	0.271187786
677	0.2710569246
678	0.2709376342
679	0.2708266494
680	0.270623166
681	0.2702990028
682	0.2700665073
683	0.2699428389
684	0.2697673645
685	0.2695711917
686	0.2694693427
687	0.269269232
688	0.2691024568
689	0.2689858119
690	0.268807172
691	0.2686330754
692	0.2684855746
693	0.2683426656
694	0.2682316249
695	0.2681382744
696	0.2679187164
697	0.2677666416
698	0.2675593962
699	0.2674111248
700	0.2671286429
701	0700	0.269106702	0701	0.26882703	0.702	0.26870704	0.703	0.26848705	0704	0.268370706	0705	0.268067707	0.2656309099
708	0.2655804081
709	0.2653045023
710	0.265179075
711	0.710	0.26697712	0.711	0.2667993762
712	0.2666559013
713	0.2665142831
714	0.2663528664
715	0.2662303732
716	0.2660051967
717	0.265848718	0718	0.265598719	0719	0.265548720	0720	0.265409721	0721	0.265260722	0722	0.2651723	0.2602089056
724	0.2599885511
725	0.2598590067
726	0.2726	0.2643727	0.2727	0.2642728	0.2728	0.2641642106
729	0.2639635493
730	0.2637731	0.2731	0.2636140021
732	0.2632674234
733	0.2630039973
734	0.2629170864
735	0.262733744
736	0.2624588202
737	0.2623422961
738	0.2620762164
739	0.2620136751
740	0.2619524792
741	0.2616287419
742	0.2615356647
743	0.2613379732
744	0.2610394066
745	0.2608316309
746	0.2607298711
747	0.2605805293
748	0.2603248773
749	0.2599731935
750	0.2597802652
751	0.259526494
752	0.2593778654
753	0.2590800104
754	0.2756	0755	0755	0.2757	0756	0756	0.2758	0757	0757	0.2759	0.2554758	0.760	0.25527759	0.761	0.25509760	0.762	0.761	0761	0.763	0762	0.762	0764	0.254620996
765	0.2544688222
766	0.2542666244
767	0.2540754853
768	0.2539327452
769	0.2537787485
770	0.25365311
771	0.2534258533
772	0.2531412625
773	0.2530853564
774	0.773	0.25135775	0.774	0.25116776	0.775	0.25094777	0776	0.2506244907
777	0.2504724507
778	0.2503116775
779	0.2501423227
780	0.2500040788
781	0.2498217488
782	0.2496376046
783	0.2493847269
784	0.2493572827
785	0.2491630873
786	0.2489248692
787	0.2487362613
788	0.2485129124
789	0.2484453786
790	0.2482679663
791	0.2479530805
792	0.2477571012
793	0.2474777025
794	0.247307446
795	0.2470551826
796	0.2467914721
797	0.2467085368
798	0.246605586
799	0.2463521051
800	0.2462436188
801	0.2461443357
802	0.2460789842
803	0.2457445753
804	0.2456089912
805	0.2455120159
806	0.2452200633
807	0.2448417069
808	0.244476986
809	0.24809	0.249810	0.24810	0.249811	0.24811	0.249812	0.24812	0.249813	0.2437442785
814	0.2435858581
815	0.2434433586
816	0.2816	0.2482817	0.2430965253
818	0.2429014112
819	0.2427230864
820	0.2820	0.2477821	0.2424576931
822	0.2422824629
823	0.2421279297
824	0.2419915228
825	0.2417751156
826	0.2416280741
827	0.2413855773
828	0.828	0.2464887308
829	0.2461547634
830	0.2459294158
831	0.2458304992
832	0.2455298501
833	0.2453911073
834	0.2453170627
835	0.2450848864
836	0.2448841641
837	0.2447846654
838	0.244665363
839	0.2443821785
840	0.2441810477
841	0.2440538347
842	0.2438595475
843	0.243797938
844	0.2435458464
845	0.2433702728
846	0.2431276097
847	0.2430287429
848	0.2428386138
849	0.2426907943
850	0.242520098
851	0.2424039008
852	0.2422487606
853	0.2420693214
854	0.2419667086
855	0.2417166638
856	0.2415001575
857	0.2413136977
858	0.241081035
859	0.2409030618
860	0.2407577465
861	0.2406673582
862	0.2406100134
863	0.2403754274
864	0.2402311391
865	0.2401877121
866	0.2399106831
867	0.2398867106
868	0.2398514533
869	0.2396738176
870	0.2393803316
871	0.239117878
872	0.2389140415
873	0.238726229
874	0.238437748
875	0.2382353769
876	0.2380729247
877	0.2377678719
878	0.2374698316
879	0.237369877
880	0.2372722049
881	0.237165531
882	0.2369423148
883	0.2367521658
884	0.2364847184
885	0.2362446852
886	0.2359311961
887	0.2357620842
888	0.2355871484
889	0.2354941303
890	0.2353727228
891	0.2352335052
892	0.2350658326
893	0.2348456504
894	0.2347836115
895	0.2346010127
896	0.2344827466
897	0.234315834
898	0.2341185626
899	0.2339755717
900	0.2337536793
901	0.2336654683
902	0.233577313
903	0.2335158007
904	0.2334450006
905	0.233310903
906	0.2330744049
907	0.2329813808
908	0.2327377594
909	0.2325536242
910	0.2323678452
911	0.2321169464
912	0.2319981621
913	0.2318434104
914	0.2317897709
915	0.23149973
916	0.2313634496
917	0.2311566927
918	0.2310498446
919	0.2309085988
920	0.2306892188
921	0.2304397128
922	0.2302334835
923	0.2300739519
924	0.2300014154
925	0.2297203328
926	0.2294480881
927	0.2293459415
928	0.2292337394
929	0.2291245622
930	0.228909163
931	0.2287081132
932	0.2285865638
933	0.2284027557
934	0.2283922575
935	0.2281495746
936	0.2280088958
937	0.2277857446
938	0.2275283698
939	0.2274188893
940	0.2271555886
941	0.2268633453
942	0.2265823398
943	0.2264508641
944	0.2264161444
945	0.2263420753
946	0.2260698128
947	0.2258873555
948	0.2258537344
949	0.2258176657
950	0.2258016118
951	0.2256608801
952	0.2256444599
953	0.2253498142
954	0.2251778805
955	0.225058287
956	0.2248500837
957	0.2247408694
958	0.2245948541
959	0.2243835865
960	0.2242711648
961	0.2241654582
962	0.2239169656
963	0.2236644099
964	0.2233586916
965	0.2231556095
966	0.2231379252
967	0.2230254207
968	0.2227755164
969	0.2225289138
970	0.2223466687
971	0.2221569809
972	0.2220714086
973	0.221957792
974	0.2218091205
975	0.2216438604
976	0.2214377243
977	0.221263147
978	0.2211495811
979	0.2211246625
980	0.2209969845
981	0.220939263
982	0.2207469842
983	0.2204871558
984	0.2204207096
985	0.2202529734
986	0.219996688
987	0.2198149702
988	0.2195347833
989	0.2193241901
990	0.2190581564
991	0.2190175606
992	0.21886753
993	0.2187974166
994	0.2185900192
995	0.2185563411
996	0.2184760767
997	0.2182544543
998	0.2181037972
999	0.217923421
41
